
 num     #instances         #bytes  class name
 695:             1            152  org.apache.catalina.session.StandardManager
 696:             1            152  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext
 697:             2            144  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
 698:             5            144  [Ljava.net.InetAddress;
 699:             3            144  [Lsun.nio.ch.SelectionKeyImpl;
 700:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
 701:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
 702:             3            144  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer
 703:             6            144  com.sun.org.apache.xalan.internal.utils.FeatureManager
 704:             6            144  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager
 705:             6            144  com.sun.org.apache.xerces.internal.util.Status
 706:             9            144  com.sun.proxy.$Proxy21
 707:             9            144  java.lang.reflect.Proxy$1
 708:             6            144  java.time.format.DateTimeFormatterBuilder$LocalizedPrinterParser
 709:             6            144  java.util.BitSet
 710:             6            144  java.util.concurrent.ConcurrentLinkedQueue$Node
 711:             6            144  java.util.regex.Pattern$SingleI
 712:             6            144  javax.validation.executable.ExecutableType
 713:             6            144  org.apache.logging.log4j.MarkerManager$Log4jMarker
 714:             9            144  org.hibernate.validator.internal.engine.valueextraction.ArrayElement
 715:             6            144  org.jboss.logging.Logger$Level
 716:             9            144  org.springframework.boot.autoconfigure.condition.OnWebApplicationCondition
 717:             9            144  org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$CacheKey
 718:             6            144  org.springframework.boot.loader.LaunchedURLClassLoader$$Lambda$7/548246552
 719:             1            144  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader
 720:             1            144  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory
 721:             9            144  org.springframework.web.context.request.RequestScope
 722:             3            144  org.springframework.web.servlet.mvc.method.RequestMappingInfo
 723:             6            144  sun.misc.PerfCounter
 724:             3            144  sun.nio.ch.WindowsSelectorImpl$FdMap
 725:             3            144  sun.nio.cs.StreamEncoder
 726:             6            144  sun.reflect.generics.scope.ConstructorScope
 727:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
 728:             1            136  [Ljava.time.temporal.ChronoField;
 729:             1            136  org.apache.coyote.http11.Http11NioProtocol
 730:             6            128  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
 731:             4            128  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo
 732:             4            128  com.fasterxml.jackson.databind.cfg.ConfigOverrides
 733:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
 734:             1            128  com.sun.org.apache.xerces.internal.impl.XMLEntityManager
 735:             4            128  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl
 736:             8            128  com.sun.proxy.$Proxy35
 737:             8            128  com.sun.proxy.$Proxy36
 738:             8            128  com.sun.proxy.$Proxy43
 739:             2            128  java.io.ExpiringCache$1
 740:             4            128  java.security.MessageDigest$Delegate
 741:             2            128  java.util.stream.ReferencePipeline$3
 742:             1            128  org.apache.catalina.core.StandardEngine
 743:             4            128  org.apache.tomcat.util.collections.SynchronizedStack
 744:             2            128  org.springframework.beans.factory.config.DependencyDescriptor
 745:             4            128  org.springframework.http.converter.StringHttpMessageConverter
 746:             4            128  org.springframework.util.PropertyPlaceholderHelper
 747:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 748:             2            128  org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$EmptyHandlerMapping
 749:             4            128  sun.nio.ch.ServerSocketAdaptor
 750:             2            128  sun.nio.cs.ext.DoubleByte$Encoder_DBCSONLY
 751:             4            128  sun.security.provider.SecureRandom
 752:             5            120  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
 753:             3            120  [Lorg.springframework.http.HttpMethod;
 754:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 755:             5            120  ch.qos.logback.core.subst.Token$Type
 756:             5            120  com.fasterxml.jackson.annotation.Nulls
 757:             5            120  com.fasterxml.jackson.core.util.DefaultIndenter
 758:             5            120  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
 759:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
 760:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
 761:             3            120  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl
 762:             1            120  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser
 763:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
 764:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
 765:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
 766:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
 767:             5            120  java.lang.invoke.InnerClassLambdaMetafactory$1
 768:             5            120  java.time.format.SignStyle
 769:             3            120  java.util.Collections$SingletonMap
 770:             5            120  java.util.concurrent.atomic.AtomicMarkableReference$Pair
 771:             5            120  java.util.stream.StreamOpFlag$Type
 772:             5            120  javax.servlet.DispatcherType
 773:             1            120  org.apache.catalina.connector.Connector
 774:             5            120  org.apache.catalina.core.ContainerBase$StartStopThreadFactory
 775:             5            120  org.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind
 776:             3            120  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement
 777:             5            120  org.springframework.boot.ansi.AnsiStyle
 778:             5            120  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$FastClassBySpringCGLIB$$982f18bb
 779:             5            120  org.springframework.boot.web.servlet.DispatcherType
 780:             5            120  org.springframework.context.annotation.FilterType
 781:             5            120  org.springframework.core.io.DefaultResourceLoader
 782:             5            120  org.springframework.http.HttpStatus$Series
 783:             3            120  org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter
 784:             5            120  org.springframework.web.accept.ContentNegotiationManager
 785:             3            120  org.springframework.web.accept.ServletPathExtensionContentNegotiationStrategy
 786:             5            120  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
 787:             3            120  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
 788:             3            120  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
 789:             5            120  org.yaml.snakeyaml.DumperOptions$ScalarStyle
 790:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 791:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 792:             3            120  sun.nio.ch.SocketAdaptor
 793:             5            120  sun.nio.fs.WindowsPathType
 794:             5            120  sun.util.resources.ParallelListResourceBundle$KeySet
 795:             2            112  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
 796:             5            112  [Lcom.fasterxml.jackson.databind.deser.ValueInstantiators;
 797:             3            112  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute;
 798:             2            112  [Ljava.lang.invoke.MethodType;
 799:             2            112  [Ljava.security.CryptoPrimitive;
 800:             1            112  [Ljava.time.LocalTime;
 801:             2            112  [Ljava.time.ZoneOffset;
 802:             2            112  [Lorg.springframework.boot.autoconfigure.cache.CacheType;
 803:             1            112  [Lorg.yaml.snakeyaml.tokens.Token$ID;
 804:             2            112  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl
 805:             7            112  com.sun.proxy.$Proxy38
 806:             7            112  com.sun.proxy.$Proxy49
 807:             2            112  java.net.SocketPermission
 808:             1            112  org.apache.catalina.core.StandardServer
 809:             1            112  org.apache.tomcat.util.digester.Digester
 810:             1            112  org.springframework.context.annotation.ScannedGenericBeanDefinition
 811:             2            112  org.springframework.core.ResolvableType$1
 812:             7            112  org.springframework.web.cors.DefaultCorsProcessor
 813:             1            112  org.springframework.web.servlet.DispatcherServlet
 814:             2            112  sun.nio.cs.ext.DoubleByte$Decoder_DBCSONLY
 815:             3            104  [Lorg.springframework.core.io.Resource;
 816:             1            104  ch.qos.logback.classic.LoggerContext
 817:             1            104  org.apache.tomcat.util.net.SocketProperties
 818:             1            104  org.springframework.web.servlet.view.InternalResourceViewResolver
 819:             4             96  [Lcom.fasterxml.jackson.databind.type.TypeModifier;
 820:             2             96  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State;
 821:             4             96  [Ljava.net.InetSocketAddress;
 822:             4             96  [Lorg.apache.logging.log4j.Marker;
 823:             2             96  [Lorg.apache.logging.log4j.spi.StandardLevel;
 824:             2             96  [Lorg.springframework.boot.logging.LogLevel;
 825:             4             96  ch.qos.logback.core.pattern.parser.Token
 826:             4             96  ch.qos.logback.core.subst.Token
 827:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
 828:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
 829:             4             96  com.fasterxml.jackson.databind.deser.DeserializerCache
 830:             4             96  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
 831:             4             96  com.fasterxml.jackson.databind.module.SimpleDeserializers
 832:             4             96  com.fasterxml.jackson.databind.ser.SerializerCache
 833:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
 834:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
 835:             2             96  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack
 836:             1             96  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor
 837:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
 838:             6             96  com.sun.proxy.$Proxy44
 839:             3             96  java.io.FileOutputStream
 840:             2             96  java.lang.ThreadGroup
 841:             4             96  java.text.Normalizer$Form
 842:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser
 843:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser
 844:             4             96  java.time.format.FormatStyle
 845:             2             96  java.util.Hashtable$Enumerator
 846:             2             96  java.util.Properties$LineReader
 847:             4             96  java.util.concurrent.ConcurrentLinkedQueue
 848:             3             96  java.util.logging.LogManager$LoggerContext$1
 849:             4             96  java.util.regex.Pattern$7
 850:             4             96  java.util.regex.Pattern$CharProperty$1
 851:             4             96  java.util.regex.Pattern$SliceI
 852:             4             96  java.util.stream.StreamShape
 853:             4             96  javax.management.NotificationBroadcasterSupport
 854:             2             96  javax.management.openmbean.TabularType
 855:             2             96  jdk.internal.org.objectweb.asm.Frame
 856:             1             96  org.apache.catalina.authenticator.NonLoginAuthenticator
 857:             2             96  org.apache.catalina.mbeans.NamingResourcesMBean
 858:             4             96  org.apache.catalina.webresources.EmptyResource
 859:             4             96  org.apache.commons.logging.LogFactory$LogApi
 860:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
 861:             3             96  org.apache.tomcat.util.collections.SynchronizedQueue
 862:             4             96  org.apache.tomcat.util.digester.ArrayStack
 863:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
 864:             2             96  org.apache.tomcat.util.net.NioEndpoint$Poller
 865:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
 866:             1             96  org.apache.tomcat.websocket.server.WsServerContainer
 867:             4             96  org.springframework.beans.ExtendedBeanInfo
 868:             2             96  org.springframework.beans.PropertyValue
 869:             3             96  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider
 870:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$2ae73e36$$FastClassBySpringCGLIB$$474f1258
 871:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$FastClassBySpringCGLIB$$e2017fd7
 872:             4             96  org.springframework.context.annotation.ScopedProxyMode
 873:             6             96  org.springframework.core.DefaultParameterNameDiscoverer
 874:             6             96  org.springframework.core.LocalVariableTableParameterNameDiscoverer
 875:             6             96  org.springframework.core.StandardReflectionParameterNameDiscoverer
 876:             4             96  org.springframework.http.converter.ResourceRegionHttpMessageConverter
 877:             1             96  org.springframework.http.converter.json.Jackson2ObjectMapperBuilder
 878:             3             96  org.springframework.http.converter.xml.SourceHttpMessageConverter
 879:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
 880:             4             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
 881:             3             96  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
 882:             3             96  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
 883:             3             96  org.springframework.web.servlet.resource.PathResourceResolver
 884:             4             96  org.yaml.snakeyaml.nodes.NodeId
 885:             2             96  sun.management.GarbageCollectorImpl
 886:             1             96  sun.misc.Launcher$AppClassLoader
 887:             3             96  sun.nio.ch.AllocatedNativeObject
 888:             3             96  sun.nio.ch.PollArrayWrapper
 889:             3             96  sun.nio.ch.WindowsSelectorImpl$SubSelector
 890:             1             96  sun.security.jca.ProviderList$1
 891:             1             96  sun.security.provider.Sun
 892:             2             96  sun.text.normalizer.CharTrie
 893:             3             96  sun.util.locale.provider.LocaleResources
 894:             3             96  sun.util.locale.provider.LocaleServiceProviderPool
 895:             2             88  [Ljava.nio.file.attribute.PosixFilePermission;
 896:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
 897:             4             88  [Lorg.springframework.core.MethodParameter;
 898:             1             88  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat
 899:             1             88  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$EnhancerBySpringCGLIB$$16691f9a
 900:             1             88  org.springframework.boot.loader.LaunchedURLClassLoader
 901:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
 902:             1             88  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
 903:             1             88  sun.misc.Launcher$ExtClassLoader
 904:             1             88  sun.nio.cs.CharsetMapping
 905:             2             80  [F
 906:             1             80  [Ljava.nio.ByteBuffer;
 907:             1             80  [Ljava.time.temporal.ChronoUnit;
 908:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
 909:             2             80  [Ljavax.servlet.DispatcherType;
 910:             2             80  [Ljavax.validation.executable.ExecutableType;
 911:             1             80  [Ljavax.websocket.CloseReason$CloseCodes;
 912:             2             80  [Lorg.springframework.context.annotation.FilterType;
 913:             2             80  [Lorg.springframework.http.HttpStatus$Series;
 914:             2             80  [[S
 915:             5             80  com.fasterxml.jackson.databind.deser.BeanDeserializerFactory
 916:             5             80  com.fasterxml.jackson.databind.ser.BeanSerializerFactory
 917:             5             80  com.fasterxml.jackson.databind.type.TypeParser
 918:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
 919:             2             80  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
 920:             2             80  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription
 921:             2             80  com.sun.org.apache.xerces.internal.impl.validation.ValidationState
 922:             5             80  com.sun.proxy.$Proxy56
 923:             2             80  com.sun.xml.internal.stream.util.BufferAllocator
 924:             2             80  java.io.BufferedWriter
 925:             2             80  java.io.ExpiringCache
 926:             5             80  java.lang.invoke.LambdaFormEditor
 927:             5             80  java.util.EnumMap$EntrySet
 928:             5             80  java.util.Hashtable$EntrySet
 929:             2             80  java.util.Locale$Category
 930:             5             80  java.util.concurrent.atomic.AtomicMarkableReference
 931:             2             80  java.util.regex.Pattern$Loop
 932:             1             80  org.apache.catalina.startup.Tomcat$1
 933:             1             80  org.apache.catalina.webresources.StandardRoot
 934:             2             80  org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl
 935:             2             80  org.springframework.context.event.SimpleApplicationEventMulticaster
 936:             1             80  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
 937:             5             80  org.springframework.web.accept.HeaderContentNegotiationStrategy
 938:             1             80  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
 939:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
 940:             2             80  sun.management.MemoryManagerImpl
 941:             2             80  sun.misc.Cleaner
 942:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
 943:             1             72  [Ljavax.management.openmbean.SimpleType;
 944:             3             72  [Ljavax.validation.constraintvalidation.ValidationTarget;
 945:             2             72  [Lsun.security.jca.ProviderConfig;
 946:             1             72  ch.qos.logback.core.ConsoleAppender
 947:             3             72  ch.qos.logback.core.pattern.FormatInfo
 948:             3             72  ch.qos.logback.core.spi.FilterReply
 949:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
 950:             3             72  com.fasterxml.jackson.databind.PropertyName
 951:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
 952:             3             72  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
 953:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
 954:             3             72  java.lang.StringBuffer
 955:             3             72  java.lang.ThreadLocal$ThreadLocalMap
 956:             3             72  java.lang.annotation.RetentionPolicy
 957:             3             72  java.security.SecurityPermission
 958:             3             72  java.time.format.ResolverStyle
 959:             3             72  java.util.Currency
 960:             1             72  java.util.ResourceBundle$RBClassLoader
 961:             3             72  java.util.logging.LogManager$5
 962:             1             72  java.util.logging.LogManager$RootLogger
 963:             3             72  java.util.regex.Pattern$Prolog
 964:             3             72  java.util.stream.Collector$Characteristics
 965:             3             72  java.util.stream.MatchOps$MatchKind
 966:             3             72  javax.servlet.SessionTrackingMode
 967:             1             72  org.apache.catalina.core.StandardService
 968:             3             72  org.apache.tomcat.util.net.AbstractEndpoint$BindState
 969:             3             72  org.hibernate.validator.internal.metadata.raw.ConfigurationSource
 970:             3             72  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
 971:             3             72  org.hibernate.validator.resourceloading.PlatformResourceBundleLocator
 972:             3             72  org.springframework.beans.factory.annotation.Autowire
 973:             3             72  org.springframework.beans.factory.config.EmbeddedValueResolver
 974:             3             72  org.springframework.beans.factory.config.YamlProcessor$ResolutionMethod
 975:             3             72  org.springframework.boot.Banner$Mode
 976:             1             72  org.springframework.boot.SpringApplication
 977:             3             72  org.springframework.boot.WebApplicationType
 978:             3             72  org.springframework.boot.ansi.AnsiOutput$Enabled
 979:             3             72  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
 980:             3             72  org.springframework.boot.autoconfigure.condition.SearchStrategy
 981:             3             72  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace
 982:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties
 983:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$b86cea7f$$FastClassBySpringCGLIB$$cd2acce7
 984:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$FastClassBySpringCGLIB$$99958c00
 985:             1             72  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
 986:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$EnhancerBySpringCGLIB$$d727d49f$$FastClassBySpringCGLIB$$dff3df8e
 987:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$FastClassBySpringCGLIB$$75715220
 988:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyState
 989:             1             72  org.springframework.boot.jackson.JsonComponentModule
 990:             3             72  org.springframework.boot.loader.jar.JarFile$JarFileType
 991:             3             72  org.springframework.boot.origin.TextResourceOrigin
 992:             3             72  org.springframework.boot.origin.TextResourceOrigin$Location
 993:             3             72  org.springframework.context.annotation.AnnotationScopeMetadataResolver
 994:             1             72  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
 995:             3             72  org.springframework.core.NamedThreadLocal
 996:             3             72  org.springframework.core.env.MapPropertySource
 997:             3             72  org.springframework.core.env.MutablePropertySources
 998:             3             72  org.springframework.core.env.PropertySource$StubPropertySource
 999:             3             72  org.springframework.expression.spel.SpelCompilerMode
1000:             3             72  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
1001:             3             72  org.springframework.http.converter.ByteArrayHttpMessageConverter
1002:             3             72  org.springframework.jmx.support.RegistrationPolicy
1003:             3             72  org.springframework.util.LinkedCaseInsensitiveMap
1004:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1005:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
1006:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
1007:             3             72  org.yaml.snakeyaml.DumperOptions$FlowStyle
1008:             3             72  org.yaml.snakeyaml.DumperOptions$LineBreak
1009:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
1010:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1011:             3             72  sun.nio.ch.PipeImpl
1012:             3             72  sun.nio.ch.PipeImpl$Initializer
1013:             3             72  sun.nio.ch.WindowsSelectorImpl$FinishLock
1014:             3             72  sun.nio.ch.WindowsSelectorImpl$StartLock
1015:             3             72  sun.security.provider.PolicyFile$PolicyEntry
1016:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
1017:             2             64  [Lcom.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer;
1018:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
1019:             2             64  [Ljava.lang.annotation.RetentionPolicy;
1020:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform;
1021:             2             64  [Ljava.util.stream.Collector$Characteristics;
1022:             2             64  [Ljavax.servlet.SessionTrackingMode;
1023:             1             64  [Lorg.apache.catalina.LifecycleState;
1024:             4             64  [Lorg.apache.catalina.Session;
1025:             2             64  [Lorg.springframework.beans.factory.annotation.Autowire;
1026:             2             64  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
1027:             2             64  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
1028:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
1029:             2             64  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
1030:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
1031:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget;
1032:             1             64  ch.qos.logback.classic.PatternLayout
1033:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
1034:             2             64  ch.qos.logback.core.util.COWArrayList
1035:             2             64  ch.qos.logback.core.util.CachingDateFormatter
1036:             1             64  com.fasterxml.classmate.util.ResolvedTypeCache$CacheMap
1037:             2             64  com.fasterxml.jackson.core.io.SerializedString
1038:             4             64  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1039:             4             64  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1040:             4             64  com.fasterxml.jackson.databind.module.SimpleKeyDeserializers
1041:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
1042:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
1043:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
1044:             4             64  com.fasterxml.jackson.databind.util.RootNameLookup
1045:             4             64  com.fasterxml.jackson.datatype.jdk8.Jdk8Deserializers
1046:             4             64  com.fasterxml.jackson.datatype.jdk8.Jdk8Serializers
1047:             4             64  com.fasterxml.jackson.datatype.jdk8.Jdk8TypeModifier
1048:             4             64  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule$1
1049:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
1050:             2             64  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property
1051:             1             64  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner
1052:             2             64  com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl
1053:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
1054:             4             64  com.sun.proxy.$Proxy12
1055:             4             64  com.sun.proxy.$Proxy29
1056:             4             64  com.sun.proxy.$Proxy40
1057:             4             64  com.sun.proxy.$Proxy41
1058:             4             64  com.sun.proxy.$Proxy48
1059:             4             64  com.sun.proxy.$Proxy51
1060:             4             64  com.sun.proxy.$Proxy52
1061:             4             64  com.sun.proxy.$Proxy8
1062:             2             64  java.io.FileInputStream
1063:             2             64  java.io.PrintStream
1064:             2             64  java.lang.ClassValue$Entry
1065:             2             64  java.lang.StringCoding$StringDecoder
1066:             2             64  java.lang.VirtualMachineError
1067:             1             64  java.lang.invoke.InvokerBytecodeGenerator
1068:             2             64  java.lang.ref.ReferenceQueue$Null
1069:             2             64  java.security.BasicPermissionCollection
1070:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser
1071:             2             64  java.time.temporal.IsoFields$Unit
1072:             4             64  java.util.Collections$SingletonSet
1073:             2             64  java.util.LinkedHashMap$LinkedValueIterator
1074:             4             64  java.util.Optional
1075:             2             64  java.util.Random
1076:             2             64  java.util.concurrent.CountDownLatch$Sync
1077:             1             64  java.util.stream.ReferencePipeline$2
1078:             1             64  org.apache.catalina.core.ApplicationContext
1079:             1             64  org.apache.catalina.loader.WebappLoader
1080:             1             64  org.apache.catalina.mapper.Mapper$ContextVersion
1081:             1             64  org.apache.catalina.servlets.DefaultServlet
1082:             1             64  org.apache.catalina.webresources.DirResourceSet
1083:             2             64  org.apache.logging.log4j.util.PropertiesUtil$Environment
1084:             1             64  org.springframework.aop.framework.ProxyFactory
1085:             4             64  org.springframework.beans.ExtendedBeanInfo$PropertyDescriptorComparator
1086:             1             64  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1
1087:             1             64  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties
1088:             2             64  org.springframework.boot.context.properties.bind.Bindable
1089:             1             64  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1090:             2             64  org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl
1091:             1             64  org.springframework.context.annotation.ConfigurationClassPostProcessor
1092:             4             64  org.springframework.core.convert.support.CollectionToArrayConverter
1093:             4             64  org.springframework.core.convert.support.CollectionToStringConverter
1094:             1             64  org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache
1095:             2             64  org.springframework.core.type.filter.AnnotationTypeFilter
1096:             2             64  org.springframework.expression.spel.SpelParserConfiguration
1097:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToDateConverter
1098:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToLongConverter
1099:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$DateToCalendarConverter
1100:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$DateToLongConverter
1101:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$LongToCalendarConverter
1102:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$LongToDateConverter
1103:             2             64  org.springframework.http.converter.support.AllEncompassingFormHttpMessageConverter
1104:             2             64  org.springframework.web.context.support.StandardServletEnvironment
1105:             4             64  org.springframework.web.method.annotation.ModelMethodProcessor
1106:             4             64  org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition
1107:             4             64  org.springframework.web.servlet.mvc.condition.HeadersRequestCondition
1108:             4             64  org.springframework.web.servlet.mvc.condition.RequestMethodsRequestCondition
1109:             1             64  org.springframework.web.servlet.view.AbstractCachingViewResolver$2
